,exp_number,medium,experiment,experimentator,date_of_experiment,experiment_short,sample_number,strain,species,use_in_study,quality,skip,notes,notes_2,culture,growth-rate,y0,glucose-turnover,glucose_error,glucose_val,acetate-turnover,acetate_error,acetate_val,propionate-turnover,propionate_error,propionate_val,ethanol-turnover,ethanol_error,ethanol_val,succinate-turnover,succinate_error,succinate_val,lactate-turnover,lactate_error,lactate_val,butyrate-turnover,butyrate_error,butyrate_val,formate-turnover,formate_error,formate_val,maltose-turnover,maltose_error,maltose_val,growthcurve_time,growthcurve_OD,,,,,,,,,,,,
54,54,YCA,analysis_Zur_Newruns_2023_June,Markus,,analysis_Zur_Newruns_2023_June,,DSM17677,F.prausnitzii,yes,OK,,,,F.prausnitzii10,0.433021444,0.007473069,-0.836146738,0.130291685,"[[0.23, 0.343, 0.46, 0.53], [0.8448672362127199, 0.5957155348326163, 0.6059116424723779, 0.5641818697025245]]",0.150013112,0.183831151,"[[0.23, 0.343, 0.46, 0.53], [9.903905411495622, 9.865286878439672, 10.04395776792071, 9.877363492136706]]",0.454313947,0.01983605,"[[0.23, 0.343, 0.46, 0.53], [6.28775382075791, 6.331014868408002, 6.431417454793547, 6.401798304908106]]",,,"[[0.46], [-1.2014911246694626]]",0.07367484,0.014956025,"[[0.23, 0.343, 0.46, 0.53], [0.44243020150753976, 0.41427916474330806, 0.4228203365965331, 0.47020372095639124]]",-0.339756976,0.001685254,"[[0.23, 0.343, 0.46, 0.53], [0.6175057537025332, 0.5966249040552378, 0.5431976837533409, 0.5196758799486402]]",4.915656301,0.335754106,"[[0.23, 0.343, 0.46, 0.53], [0.9216981608067083, 1.7111326320940452, 2.0615874231444815, 2.4720045867465426]]",6.845953563,0.169234115,"[[0.23, 0.343, 0.46, 0.53], [1.8092032288456255, 2.6721261895661104, 3.5147877813248734, 3.8284665872630397]]",-2.897684988,0.685110621,"[[0.23, 0.343, 0.46, 0.53], [10.222412152916295, 9.78587851713161, 9.75878388650628, 9.21482358617066]]","[4.0, 5.833333333, 7.0, 8.5, 9.216666667, 9.6, nan, nan, nan, nan, nan, nan, nan]","[0.045, 0.078, 0.177, 0.29, 0.407, 0.477, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,,,
62,62,epsilon,Markus_old_Bt1,Markus,2015,Markus_old_Bt1,,ATCC29148,B.theta,yes,OK,"eth,but",,,,1.052826888,0.053999219,-5.960954848007962,,"[[0.088, 0.209, 0.287, 0.401], [18.726429903660247, 17.995832763850924, 17.59596898126542, 16.84372166477765]]",4.8885455290724655,,"[[0.088, 0.209, 0.287, 0.401], [0.2926226040777039, 0.8405683236705312, 1.2040783690509416, 1.8284090614812134]]",1.2362772722367714,,"[[0.088, 0.209, 0.287, 0.401], [0.37765826643580197, 0.5396920580752753, 0.6226779492443122, 0.7678717111190645]]",-0.3300671898231192,,"[[0.088, 0.209, 0.287, 0.401], [-1.361237566521968, -1.6253001123999518, -1.5378123791495906, -1.4892969538808511]]",2.3811861954897817,,"[[0.088, 0.209, 0.287, 0.401], [0.2320863299883068, 0.5026392257613116, 0.6733098622789274, 0.9817612221191337]]",,,"[[], []]",-0.08963596232581574,,"[[0.088, 0.209, 0.287, 0.401], [0.07942690106663802, 0.061818015893677095, 0.054279387418642785, 0.05166784952531638]]",4.466428640475844,,"[[0.088, 0.209, 0.287, 0.401], [-0.9840520302572919, 0.11800793391114062, 0.27601578380660385, 0.4513685426456654]]",,,"[[], []]","[0.,0.45,0.86666667,1.28333333,1.58333333,1.91666667]","[0.053,0.088,0.136,0.209,0.287,0.401]",,,,,,,,,,,,
63,63,epsilon,Markus_old_Bt2,Markus,2015,Markus_old_Bt2,,ATCC29148,B.theta,yes,OK,"but,eth",,,,1.017009371,0.049362148,-4.964175661891271,,"[[0.121, 0.184, 0.351, 0.458], [18.70567996199747, 18.386841539435963, 17.61302157643843, 17.009711497433162]]",4.6921395491938656,,"[[0.121, 0.184, 0.351, 0.458], [0.4246293540698207, 0.7247231678727244, 1.5104410977192113, 2.0055700098165405]]",1.082439009962102,,"[[0.121, 0.184, 0.351, 0.458], [0.09966755016268458, 0.18872638090117616, 0.37011754527252333, 0.46675481520867507]]",-1.4692287904714798,,"[[0.121, 0.184, 0.351, 0.458], [-1.1570903733620952, -2.314360619083444, -1.1194281986263537, -2.3644482326649046]]",2.6491630142403633,,"[[0.121, 0.184, 0.351, 0.458], [0.29442553028167695, 0.46052452690880163, 0.9019873508654584, 1.1874782819364849]]",,,"[[], []]",0.5934066739624116,,"[[0.121, 0.184, 0.351, 0.458], [0.05997024688054456, 0.5197768230877339, 0.05786595615581887, 0.5383131549697213]]",1.7252026716945543,,"[[0.121, 0.184, 0.351, 0.458], [0.02934710035687882, 0.14510169362875536, 0.42202412396558087, 0.6161247199220358]]",,,"[[], []]","[0.,0.45,0.88333333,1.28333333,1.6,1.93333333,
2.2]","[0.05,0.076,0.121,0.184,0.256,0.351,0.458]",,,,,,,,,,,,
64,64,epsilon,Markus_old_Bt3,Markus,2015,Markus_old_Bt3,,ATCC29148,B.theta,yes,OK,"but,eth",,,,0.977575301,0.036165238,-5.5586169616005074,,"[[0.087, 0.177, 0.306, 0.395], [18.632571354756983, 18.234185945729717, 17.282972789852657, 17.018796153076874]]",4.686281835040208,,"[[0.087, 0.177, 0.306, 0.395], [0.30455317071251986, 0.6694748815635125, 1.2757179249825081, 1.747391555504276]]",1.0751779314445293,,"[[0.087, 0.177, 0.306, 0.395], [0.11722330852404644, 0.21628510150886526, 0.3497116805915514, 0.450590622509397]]",-3.7615597985654285,,"[[0.087, 0.177, 0.306, 0.395], [-1.2717999078971562, -2.5654056914501595, -2.6210303384482074, -2.6081823747236195]]",2.85901671494726,,"[[0.087, 0.177, 0.306, 0.395], [0.2317401263567732, 0.4481701511305468, 0.8011658360444905, 1.119111564039447]]",,,"[[], []]",1.2989813802112051,,"[[0.087, 0.177, 0.306, 0.395], [0.06443913680385786, 0.5300663792233842, 0.5238266072874792, 0.5365887027044132]]",1.5570657703591844,,"[[0.087, 0.177, 0.306, 0.395], [-0.02854288591474896, 0.09942206760649008, 0.29810041636623386, 0.451992353561277]]",,,"[[], []]","[0.,0.45,0.86666667,1.28333333,1.58333333,1.91666667,
2.2,2.48333333]","[0.035,0.056,0.087,0.126,0.177,0.241,0.306,0.395]",,,,,,,,,,,,
65,65,epsilon,Markus_old_Bt4,Markus,2015,Markus_old_Bt4,,ATCC29148,B.theta,yes,OK,"for2,eth,but",,,,0.403379475,0.042471723,-8.880491057380985,,"[[0.089, 0.167, 0.24, 0.281], [19.141648101540103, 18.43334777318488, 17.66229191112741, 17.504676736782454]]",4.773560793199092,,"[[0.089, 0.167, 0.24, 0.281], [0.40629613756693306, 0.8353624805379383, 1.099684090268626, 1.3551000045992618]]",0.7927254983789903,,"[[0.089, 0.167, 0.24, 0.281], [0.29398791103588623, 0.302944971985127, 0.36773430491401, 0.45381760751214245]]",1.788206670776932,,"[[0.089, 0.167, 0.24, 0.281], [-2.8417579399914015, -2.1845837146890377, -2.4381658868858382, -2.406246966238907]]",3.4384884082376908,,"[[0.089, 0.167, 0.24, 0.281], [0.3412036122923381, 0.6234864365395266, 0.8566709064201407, 1.0077911813585598]]",,,"[[], []]",-3.3101825753336174,,"[[0.089, 0.167, 0.24, 0.281], [0.5090110161522975, 0.07941400211770776, -0.10894983667368985, -0.1180896905057691]]",5.379504885477547,,"[[0.089, 0.167, 0.24, 0.281], [-1.0338653950305057, 0.3612886829187869, 0.14346206913459436, 0.11293665110317397]]",,,"[[], []]","[0.,0.61666667,1.28333333,1.9,2.48333333,2.9,
3.4,3.86666667,4.26666667,4.71666667]","[0.043,0.054,0.072,0.089,0.115,0.138,0.167,0.205,0.24,0.281]",,,,,,,,,,,,
66,66,epsilon,Markus_old_Bt5,Markus,2015,Markus_old_Bt5,,ATCC29148,B.theta,yes,OK,"eth,but",,,,0.833812552,0.018766415,-8.846866880117373,,"[[0.127, 0.198, 0.285, 0.385], [18.730431095406363, 18.215466372758186, 17.72516471098073, 16.385653126875127]]",4.735056530444133,,"[[0.127, 0.198, 0.285, 0.385], [0.5322099701701273, 0.9332092267610177, 1.3077856119985365, 1.7706952088999717]]",1.2872951076378691,,"[[0.127, 0.198, 0.285, 0.385], [0.16872627980706306, 0.1895920994772219, 0.2816214392943465, 0.4986541236271475]]",0.0879477584988984,,"[[0.127, 0.198, 0.285, 0.385], [-1.936866537064014, -3.6176340761234, -2.946613093829866, -2.2702040293053187]]",3.1047361471891186,,"[[0.127, 0.198, 0.285, 0.385], [0.3646036395846055, 0.5825509673611037, 0.8615577989138264, 1.1629941847861103]]",,,"[[], []]",1.2764846583256981,,"[[0.127, 0.198, 0.285, 0.385], [0.06290553092452023, -0.5086935799600721, 0.48716921210480013, 0.08635497068279034]]",0.8636517629107966,,"[[0.127, 0.198, 0.285, 0.385], [0.08827393438014475, 0.22590465324604192, 0.1684872366752379, 0.3544842655899224]]",,,"[[], []]","[0.,0.63333333,1.28333333,1.83333333,2.28333333,2.78333333,
3.25,3.65]","[0.019,0.032,0.053,0.085,0.127,0.198,0.285,0.385]",,,,,,,,,,,,
67,67,epsilon,Markus_old_Bt6,Markus,2015,Markus_old_Bt6,,ATCC29148,B.theta,yes,OK,"but,eth",,,,0.657623091,0.018917792,-6.18587441062761,,"[[0.086, 0.157, 0.208, 0.269], [19.025805778718585, 18.362847339822657, 17.97916286919128, 17.927819337955864]]",4.741266363641708,,"[[0.086, 0.157, 0.208, 0.269], [0.41058416694488775, 0.7579253175783105, 0.9653954349448555, 1.28843601134461]]",1.5247580878716651,,"[[0.086, 0.157, 0.208, 0.269], [0.05034967959462411, 0.23041700401369025, 0.27640482364693736, 0.3353427478644527]]",-4.548434779880242,,"[[0.086, 0.157, 0.208, 0.269], [-1.7971607661182878, -2.139657914004454, -3.5688005703633507, -2.25178701729757]]",3.340604151490082,,"[[0.086, 0.157, 0.208, 0.269], [0.2735468624867362, 0.49574557140140396, 0.6465935493427916, 0.8918612455259897]]",,,"[[], []]",-0.8915639083566654,,"[[0.086, 0.157, 0.208, 0.269], [0.0775725540878778, 0.06387762044146214, -0.49063181937066763, 0.07177681430098737]]",0.7932252851135098,,"[[0.086, 0.157, 0.208, 0.269], [0.19122284827832425, 0.13561403775426495, 0.21617795603874446, 0.33005245774636893]]",,,"[[], []]","[0.,0.63333333,1.26666667,1.81666667,2.28333333,2.76666667,
3.25,3.63333333,4.06666667]","[0.019,0.028,0.043,0.064,0.086,0.12,0.157,0.208,0.269]",,,,,,,,,,,,
68,68,epsilon,Markus_old_Er1,Markus,2015,Markus_old_Er1,,ATCC33656,E.rectale,yes,OK,"pro,eth,for",,,,0.689570022,0.0338576,-9.262496966385433,,"[[0.091, 0.166, 0.282, 0.417], [17.999558228881927, 17.085202563504232, 16.335641026068405, 14.864477248483231]]",3.801841986301805,,"[[0.091, 0.166, 0.282, 0.417], [0.3733808265187717, 0.6689419951314155, 1.1616583070413995, 1.6020480387989144]]",-0.18356347429957826,,"[[0.091, 0.166, 0.282, 0.417], [0.32509981276055006, 0.24296440341590558, 0.28369380553623696, 0.23875237090211315]]",-0.32999391538736933,,"[[0.091, 0.166, 0.282, 0.417], [-1.97197944999888, -2.2309559057924693, -1.9719954862445217, -2.1908390116662853]]",-0.07477083798667503,,"[[0.091, 0.166, 0.282, 0.417], [-0.056935104852944174, -0.08104607318847018, -0.08515692170080225, -0.08553110094920147]]",3.7755179130775165,,"[[0.091, 0.166, 0.282, 0.417], [0.1299664630606004, 0.19697633750135868, 0.6120847115254356, 1.3298752139384415]]",4.313060632250217,,"[[0.091, 0.166, 0.282, 0.417], [0.4350331076571223, 0.7279638975727492, 1.2908849678400576, 1.8208182765070726]]",2.648742093077064,,"[[0.091, 0.166, 0.282, 0.417], [-0.984891044232042, -0.11148429749285499, -0.0025507803443601818, 0.04022987258094246]]",,,"[[], []]","[0.,0.45,0.9,1.38333333,1.81666667,2.23333333,
2.65,3.06666667,3.41666667,3.71666667]","[0.033,0.044,0.063,0.091,0.123,0.166,0.217,0.282,0.346,0.417]",,,,,,,,,,,,
69,69,epsilon,Markus_old_Er2,Markus,2015,Markus_old_Er2,,ATCC33656,E.rectale,yes,OK,"pro,suc,for",,,,0.771601529,0.049100538,-9.274054262793276,,"[[0.09, 0.237, 0.334, 0.442], [18.538563512567507, 17.442803911927463, 16.26758961430762, 15.339291861124073]]",3.277932103351625,,"[[0.09, 0.237, 0.334, 0.442], [0.3851468156971578, 0.8886233185444881, 1.2012927450697148, 1.5382964639903285]]",-1.682349777297332,,"[[0.09, 0.237, 0.334, 0.442], [-0.011395187149150887, 0.012143006335756268, -0.5190561258705568, -0.506408160112609]]",-0.5397606177756827,,"[[0.09, 0.237, 0.334, 0.442], [-1.5648683633651626, -1.6932105617368833, -1.7935392427063537, -1.7323088389077412]]",0.17015788366900522,,"[[0.09, 0.237, 0.334, 0.442], [-0.07688939376263237, -0.03501188118457693, -0.03642731475529509, -0.012692888389577106]]",3.6219896205058637,,"[[0.09, 0.237, 0.334, 0.442], [0.10990879817552797, 0.34304824555089714, 0.7485631140891591, 1.4009701658523583]]",4.4129620621645875,,"[[0.09, 0.237, 0.334, 0.442], [0.4041625728704254, 1.0993250381258526, 1.4883512190249215, 1.9657516941393598]]",0.13007393016063296,,"[[0.09, 0.237, 0.334, 0.442], [-0.04889134786687421, 0.003270009391568518, 0.03288875338032038, -0.012937692325151628]]",,,"[[], []]","[0.,0.38333333,0.76666667,1.11666667,1.55,2.01666667,
2.5,2.91666667]","[0.045,0.068,0.09,0.12,0.172,0.237,0.334,0.442]",,,,,,,,,,,,
70,70,epsilon,Markus_old_Er3,Markus,2015,Markus_old_Er3,,ATCC33656,E.rectale,yes,OK,"pro,suc,for",,,,0.713732008,0.039336376,-9.735952252577857,,"[[0.098, 0.191, 0.333, 0.416], [18.56329416127742, 17.69695386359091, 16.337284485632377, 15.455287219147943]]",2.6506597319887715,,"[[0.098, 0.191, 0.333, 0.416], [0.3554776154189473, 0.616328908622631, 0.9825003626710649, 1.2027301198371487]]",-0.02356399194417771,,"[[0.098, 0.191, 0.333, 0.416], [0.010406715389093046, 0.009184504837077667, 0.02208930559709088, -0.004749806210665508]]",-0.4300638733131088,,"[[0.098, 0.191, 0.333, 0.416], [-1.6918633986961193, -1.7734673177767561, -1.7845520933329606, -1.8507694340395604]]",-0.06264458534845578,,"[[0.098, 0.191, 0.333, 0.416], [0.025441130122786926, 0.040548306525218014, 0.023080150827507362, 0.008877482923196567]]",4.118313238088957,,"[[0.098, 0.191, 0.333, 0.416], [0.17404863184596026, 0.34371476479785235, 0.978648768544843, 1.4669429826539844]]",4.694541440662322,,"[[0.098, 0.191, 0.333, 0.416], [0.4804475016152759, 0.9245464037434414, 1.5869695498829888, 1.9750451943414413]]",0.18854366967451017,,"[[0.098, 0.191, 0.333, 0.416], [-0.07865861529305601, -0.13882187916480837, -0.09373488037427652, -0.024820418464062133]]",,,"[[], []]","[0.,0.35,0.8,1.25,1.73333333,2.16666667,
2.58333333,3.,3.41666667]","[0.038,0.048,0.071,0.098,0.145,0.191,0.256,0.333,0.416]",,,,,,,,,,,,
71,71,epsilon,Markus_old_Er4,Markus,2015,Markus_old_Er4,,ATCC33656,E.rectale,yes,OK,"pro,suc,for",,,,0.68803148,0.033201014,-9.891881894741974,,"[[0.116, 0.208, 0.341, 0.401], [17.8669622224815, 16.85471205580372, 15.861702713514232, 14.881237865857724]]",2.538395046810926,,"[[0.116, 0.208, 0.341, 0.401], [0.4069835394726655, 0.6248915630311423, 0.9845021246728527, 1.1200966825423202]]",-0.007893580461049553,,"[[0.116, 0.208, 0.341, 0.401], [0.026502198200290705, 0.022531511828878747, 0.017591233862668476, 0.02679341102531002]]",-0.6175114602947591,,"[[0.116, 0.208, 0.341, 0.401], [-1.6975963387516746, -1.953341383298329, -1.7827992681393656, -1.989877484418809]]",-0.0622650940863262,,"[[0.116, 0.208, 0.341, 0.401], [0.02894074978927952, 0.03003598832744281, 0.024229756842715222, 0.009012540173577333]]",4.207383269645939,,"[[0.116, 0.208, 0.341, 0.401], [0.21884746868304245, 0.38425953649452055, 1.0210981984076817, 1.401528294604191]]",4.828979447954724,,"[[0.116, 0.208, 0.341, 0.401], [0.5859135477041107, 0.9909649522227401, 1.6614034649131268, 1.9512262884360168]]",0.07468538115646693,,"[[0.116, 0.208, 0.341, 0.401], [-0.049362484504539395, -0.07918773659403128, -0.07849724813237552, -0.01859224661256942]]",,,"[[], []]","[0.,0.35,0.78333333,1.25,1.71666667,2.15,
2.56666667,3.,3.4,3.75]","[0.031,0.041,0.058,0.08,0.116,0.149,0.208,0.261,0.341,0.401]",,,,,,,,,,,,
72,72,epsilon,Markus_old_Er5,Markus,2015,Markus_old_Er5,,ATCC33656,E.rectale,yes,OK,"pro,suc,for",,,,0.665876728,0.030466619,-9.480219372724239,,"[[0.101, 0.179, 0.297, 0.408], [18.35577140142676, 17.707593539569306, 16.565263400893393, 15.462080180345357]]",2.2884155442794474,,"[[0.101, 0.179, 0.297, 0.408], [0.35656632983036185, 0.5627741013087451, 0.8328982690117142, 1.061908123870968]]",0.0030678077924729016,,"[[0.101, 0.179, 0.297, 0.408], [0.0036319562826815366, 0.01783030916285444, 0.019617713307979734, 0.005550498842167351]]",-0.3438912465511901,,"[[0.101, 0.179, 0.297, 0.408], [-1.67422837528167, -1.847844648597226, -1.865251983373101, -1.8020475070794788]]",-0.03733903729655642,,"[[0.101, 0.179, 0.297, 0.408], [0.030866563609738162, 0.04355685152312294, 0.03139854090147287, 0.023427432982074503]]",3.9354388234176256,,"[[0.101, 0.179, 0.297, 0.408], [0.21226942749884595, 0.3161625714432933, 0.769859678702167, 1.4030863908629785]]",4.9104747575342005,,"[[0.101, 0.179, 0.297, 0.408], [0.5220197611718862, 0.9084401061097968, 1.4812412118910911, 2.031964424536258]]",-0.23206709231439354,,"[[0.101, 0.179, 0.297, 0.408], [-0.03854466629243547, -0.08132575486307769, -0.0899183403917857, -0.11820272688086642]]",,,"[[], []]","[0.,0.35,0.8,1.25,1.73333333,2.16666667,
2.56666667,3.,3.41666667,3.75,4.05]","[0.029,0.036,0.052,0.072,0.101,0.138,0.179,0.235,0.297,0.358,0.408]",,,,,,,,,,,,
73,73,epsilon,Markus_old_Er6,Markus,2015,Markus_old_Er6,,ATCC33656,E.rectale,yes,OK,"pro,suc,for",,,,0.584323279,0.035147151,-10.03352531730051,,"[[0.105, 0.175, 0.267, 0.411], [18.170224306620444, 17.568900951730114, 16.785968064537638, 15.099287435829055]]",2.2599278895186874,,"[[0.105, 0.175, 0.267, 0.411], [0.34634092295666463, 0.5140529177550357, 0.7216558680136679, 1.0399818717386322]]",-0.018227771590079645,,"[[0.105, 0.175, 0.267, 0.411], [0.039320216380203166, 0.009283477863451572, 0.019293370330774773, 0.025663581237628352]]",-0.2817362608786264,,"[[0.105, 0.175, 0.267, 0.411], [-1.819608999788466, -1.756882998017744, -1.8349739333751307, -1.8796671354803145]]",-0.10408378115550808,,"[[0.105, 0.175, 0.267, 0.411], [0.039174300228861814, 0.04362275906466273, 0.03701635473272091, 0.009380139130683751]]",4.517465113303911,,"[[0.105, 0.175, 0.267, 0.411], [0.19437682935735537, 0.3327398038077443, 0.6850600266356126, 1.5484971074983216]]",5.349786645478104,,"[[0.105, 0.175, 0.267, 0.411], [0.5964575747229353, 0.9518556759058845, 1.412282750714681, 2.234466037439227]]",0.09319253893924723,,"[[0.105, 0.175, 0.267, 0.411], [-0.057856444226218606, -0.10421812137832931, -0.13691870254888866, -0.034130825414447896]]",,,"[[], []]","[0.,0.43333333,0.88333333,1.41666667,1.8,2.21666667,
2.63333333,3.05,3.4,3.71666667,3.98333333,4.4]","[0.033,0.043,0.06,0.08,0.105,0.135,0.175,0.22,0.267,0.307,0.348,0.411]",,,,,,,,,,,,
74,74,epsilon,Markus_old_Er7,Markus,2015,Markus_old_Er7,,ATCC33656,E.rectale,yes,OK,"pro,suc,for",,,,0.516425774,0.032446888,-8.645548093557165,,"[[0.106, 0.194, 0.252, 0.3], [17.856797444829656, 17.430806620441366, 16.68474099106607, 16.21225055837056]]",2.688915545232649,,"[[0.106, 0.194, 0.252, 0.3], [0.35264376959648736, 0.5379265320647445, 0.7431396007887283, 0.8640158381684626]]",0.018152278300581685,,"[[0.106, 0.194, 0.252], [0.02140576119754395, 0.0427456789854615, 0.021152682462154404]]",0.886521774273411,,"[[0.106, 0.194, 0.252, 0.3], [-2.107248004011172, -1.8015168072052807, -1.9886204456311134, -1.8806879690134268]]",0.1322890775221722,,"[[0.106, 0.194, 0.252, 0.3], [0.026986590098636132, 0.051329975529154526, 0.047108112667173296, 0.0550627586413982]]",3.6628637958777186,,"[[0.106, 0.194, 0.252, 0.3], [0.2264770276952903, 0.4502590762984001, 0.6937175028500193, 0.9458256912156231]]",5.6739014369678245,,"[[0.106, 0.194, 0.252, 0.3], [0.6052786658285481, 1.1456602531840288, 1.43310250999236, 1.7152402781273182]]",-0.5599027468512193,,"[[0.106, 0.194, 0.252, 0.3], [-0.02957410019096074, -0.09664920569603169, -0.11697597732090476, -0.13954790715324822]]",,,"[[], []]","[0.,0.45,0.9,1.36666667,1.8,2.21666667,
2.65,3.05,3.4,3.73333333,4.,4.41666667]","[0.033,0.04,0.049,0.065,0.083,0.106,0.131,0.163,0.194,0.222,0.252,0.3]",,,,,,,,,,,,
75,75,epsilon,Markus_old_Er8,Markus,2015,Markus_old_Er8,,ATCC33656,E.rectale,yes,OK,"pro,suc,for,eth",,,,0.712940755,0.036161374,-8.84267049181399,,"[[0.1, 0.224, 0.297, 0.378], [17.267259058937263, 16.297558770584708, 15.453569579638641, 14.860863365891058]]",3.861178785324073,,"[[0.1, 0.224, 0.297, 0.378], [0.6764003651626729, 1.150058246708007, 1.425776013704377, 1.75293293783871]]",,,"[[], []]",-0.38897632973228496,,"[[0.1, 0.224, 0.297, 0.378], [-3.0189805016934983, -3.100132234958523, -3.1797662384168817, -3.1027199648038266]]",-0.003439484975945447,,"[[0.1, 0.224, 0.297, 0.378], [0.027003057322370072, 0.031499558034469355, 0.02569639490158504, 0.02726708620837104]]",2.429190218719989,,"[[0.1, 0.224, 0.297, 0.378], [0.2561700965357292, 0.4401655723621255, 0.6367419047200081, 0.9440461551242915]]",4.384430447476657,,"[[0.1, 0.224, 0.297, 0.378], [0.3792759262549339, 0.9267381627289734, 1.2262867004914548, 1.6050698659007159]]",,,"[[], []]",,,"[[], []]","[0.,0.33333333,0.76666667,1.08333333,1.43333333,1.8,
2.18333333,2.6,2.83333333,3.36666667]","[0.034,0.05,0.061,0.077,0.1,0.134,0.17,0.224,0.297,0.378]",,,,,,,,,,,,
76,76,epsilon,Markus_old_Er9,Markus,2015,Markus_old_Er9,,ATCC33656,E.rectale,yes,OK,"pro,suc,for,eth",,,,0.700026416,0.055440197,-10.511797798631216,,"[[0.102, 0.225, 0.279, 0.45], [17.25517333655577, 16.3227390159344, 15.668147893192877, 13.650598423228216]]",2.697523119619175,,"[[0.102, 0.225, 0.279, 0.45], [0.7214716436491252, 1.0469029514264998, 1.2184000412970948, 1.6573053909775326]]",,,"[[], []]",-1.0942256389692402,,"[[0.102, 0.225, 0.279, 0.45], [-2.4916709968927915, -2.5480360329710203, -2.6265216683673733, -2.860803696760861]]",-0.09876651151777965,,"[[0.102, 0.225, 0.279, 0.45], [0.03651720952208337, 0.05141288719944481, 0.04102750122771481, 0.006043425457464335]]",3.329375046517628,,"[[0.102, 0.225, 0.279, 0.45], [0.22404954631200538, 0.3813857482210455, 0.5562279913558372, 1.350531814377314]]",4.29590871507582,,"[[0.102, 0.225, 0.279, 0.45], [0.3698170316029391, 0.9164476922992093, 1.1894319864085454, 1.8638391514244756]]",,,"[[], []]",,,"[[], []]","[0.,0.4,0.81666667,1.21666667,1.63333333,1.95,
2.31666667,2.68333333,3.05]","[0.053,0.072,0.102,0.132,0.179,0.225,0.279,0.36,0.45]",,,,,,,,,,,,
77,77,epsilon,Markus_old_Er10,Markus,2015,Markus_old_Er10,,ATCC33656,E.rectale,yes,OK,"pro,suc,for,eth",,,,0.643124119,0.048741813,-7.981393643184507,,"[[0.097, 0.202, 0.334, 0.405], [17.13111509100607, 16.61827595173012, 15.582295419694644, 14.625856173744916]]",2.3344879002117183,,"[[0.097, 0.202, 0.334, 0.405], [0.6746033067003637, 0.9016132210260726, 1.2227792801542483, 1.3890783288588635]]",,,"[[], []]",-0.2129283494760728,,"[[0.097, 0.202, 0.334, 0.405], [-2.7847249538265304, -2.759049785480869, -2.7115429520471173, -2.8946350740923306]]",-0.03465276003731945,,"[[0.097, 0.202, 0.334, 0.405], [0.025777829140479658, 0.04032127997167323, 0.032959951367681595, 0.014407527488802918]]",3.8320450323888133,,"[[0.097, 0.202, 0.334, 0.405], [0.22167275348141588, 0.4164265332219205, 0.9820105233899801, 1.3956038585651886]]",4.515784535793958,,"[[0.097, 0.202, 0.334, 0.405], [0.4027328381522199, 0.8902795710016194, 1.4902272402995604, 1.7900515521544473]]",,,"[[], []]",,,"[[], []]","[0.,0.33333333,0.75,1.08333333,1.43333333,1.8,
2.18333333,2.58333333,3.,3.36666667]","[0.046,0.06,0.082,0.097,0.126,0.161,0.202,0.258,0.334,0.405]",,,,,,,,,,,,
