,sample
12771,SID874435d0-7ae6-11e9-a106-68b59976a384
12772,SID875df416-7ae6-11e9-a106-68b59976a384
12773,SID87767ea0-7ae6-11e9-a106-68b59976a384
12774,SID87901022-7ae6-11e9-a106-68b59976a384
12775,SID87a79076-7ae6-11e9-a106-68b59976a384
12776,SID87bee622-7ae6-11e9-a106-68b59976a384
12777,SID87d786c8-7ae6-11e9-a106-68b59976a384
12778,SID87ef8570-7ae6-11e9-a106-68b59976a384
12779,SID880cf920-7ae6-11e9-a106-68b59976a384
12780,SID882c734a-7ae6-11e9-a106-68b59976a384
12781,SID8858b234-7ae6-11e9-a106-68b59976a384
12782,SID887747d0-7ae6-11e9-a106-68b59976a384
12783,SID88971088-7ae6-11e9-a106-68b59976a384
12784,SID88af33f2-7ae6-11e9-a106-68b59976a384
12785,SID88c71aee-7ae6-11e9-a106-68b59976a384
12786,SID88dfb37e-7ae6-11e9-a106-68b59976a384
12787,SID88f79ade-7ae6-11e9-a106-68b59976a384
12788,SID890f5f7a-7ae6-11e9-a106-68b59976a384
12789,SID8927335c-7ae6-11e9-a106-68b59976a384
12790,SID893f0d10-7ae6-11e9-a106-68b59976a384
12791,SID895710cc-7ae6-11e9-a106-68b59976a384
12792,SID89719410-7ae6-11e9-a106-68b59976a384
12793,SID898a85f6-7ae6-11e9-a106-68b59976a384
12794,SID89a45bf2-7ae6-11e9-a106-68b59976a384
12795,SID89bfcc52-7ae6-11e9-a106-68b59976a384
12796,SID89d7d57c-7ae6-11e9-a106-68b59976a384
12797,SID89f0a20a-7ae6-11e9-a106-68b59976a384
12798,SID8a096e98-7ae6-11e9-a106-68b59976a384
12799,SID8a271312-7ae6-11e9-a106-68b59976a384
12800,SID8a3fc93e-7ae6-11e9-a106-68b59976a384
12801,SID8a5b6acc-7ae6-11e9-a106-68b59976a384
12802,SID8a780592-7ae6-11e9-a106-68b59976a384
12803,SID8a914fac-7ae6-11e9-a106-68b59976a384
12804,SID8aaa678a-7ae6-11e9-a106-68b59976a384
12805,SID8ac54172-7ae6-11e9-a106-68b59976a384
12806,SID8ade0f72-7ae6-11e9-a106-68b59976a384
12807,SID8af6dab6-7ae6-11e9-a106-68b59976a384
12808,SID8b0fa91a-7ae6-11e9-a106-68b59976a384
12809,SID8b278616-7ae6-11e9-a106-68b59976a384
12810,SID8b48d456-7ae6-11e9-a106-68b59976a384
12811,SID8b9153b6-7ae6-11e9-a106-68b59976a384
12812,SID8ba936f2-7ae6-11e9-a106-68b59976a384
12813,SID8bc1311c-7ae6-11e9-a106-68b59976a384
12814,SID8bd8de52-7ae6-11e9-a106-68b59976a384
12815,SID8bf12836-7ae6-11e9-a106-68b59976a384
12816,SID8c0a6d5a-7ae6-11e9-a106-68b59976a384
12817,SID8c244068-7ae6-11e9-a106-68b59976a384
12818,SID8c3c485c-7ae6-11e9-a106-68b59976a384
12819,SID8c550004-7ae6-11e9-a106-68b59976a384
12820,SID8c6dd5e8-7ae6-11e9-a106-68b59976a384
12821,SID8c8885fa-7ae6-11e9-a106-68b59976a384
12822,SID8ca19ee6-7ae6-11e9-a106-68b59976a384
12823,SID8cba1d18-7ae6-11e9-a106-68b59976a384
12824,SID8cd3a8b4-7ae6-11e9-a106-68b59976a384
12825,SID8cec7114-7ae6-11e9-a106-68b59976a384
12826,SID8d053e7e-7ae6-11e9-a106-68b59976a384
12827,SID8d1d85c4-7ae6-11e9-a106-68b59976a384
12828,SID8d36110c-7ae6-11e9-a106-68b59976a384
12829,SID8d635d10-7ae6-11e9-a106-68b59976a384
12830,SID8d753f3a-7ae6-11e9-a106-68b59976a384
12831,SID8d81be18-7ae6-11e9-a106-68b59976a384
12832,SID8d8e2e1e-7ae6-11e9-a106-68b59976a384
12833,SID8d9bb20a-7ae6-11e9-a106-68b59976a384
12834,SID8daa11c4-7ae6-11e9-a106-68b59976a384
12835,SID8db89802-7ae6-11e9-a106-68b59976a384
12836,SID8dc94b52-7ae6-11e9-a106-68b59976a384
12837,SID8dda0938-7ae6-11e9-a106-68b59976a384
12838,SID8deaaca2-7ae6-11e9-a106-68b59976a384
12839,SID8dfb69a2-7ae6-11e9-a106-68b59976a384
12840,SID8e0cd19c-7ae6-11e9-a106-68b59976a384
12841,SID8e1d3d0c-7ae6-11e9-a106-68b59976a384
12842,SID8e2e66c2-7ae6-11e9-a106-68b59976a384
12843,SID8e3e95d8-7ae6-11e9-a106-68b59976a384
12844,SID8e4f5760-7ae6-11e9-a106-68b59976a384
12845,SID8e5ff714-7ae6-11e9-a106-68b59976a384
12846,SID8e6ef0b6-7ae6-11e9-a106-68b59976a384
12847,SID8e7e5326-7ae6-11e9-a106-68b59976a384
12848,SID8e8e8a7a-7ae6-11e9-a106-68b59976a384
12849,SID8e9fbf2a-7ae6-11e9-a106-68b59976a384
12850,SID8eaff372-7ae6-11e9-a106-68b59976a384
12851,SID8ec02788-7ae6-11e9-a106-68b59976a384
12852,SID8ed0548c-7ae6-11e9-a106-68b59976a384
12853,SID8ee36e0a-7ae6-11e9-a106-68b59976a384
12854,SID8ef60baa-7ae6-11e9-a106-68b59976a384
12855,SID8f0c514e-7ae6-11e9-a106-68b59976a384
12856,SID8f20386c-7ae6-11e9-a106-68b59976a384
12857,SID8f33321e-7ae6-11e9-a106-68b59976a384
12858,SID8f47358e-7ae6-11e9-a106-68b59976a384
12859,SID8f5b7026-7ae6-11e9-a106-68b59976a384
12860,SID8f6f32f0-7ae6-11e9-a106-68b59976a384
12861,SID8f821f0a-7ae6-11e9-a106-68b59976a384
12862,SID8f95f638-7ae6-11e9-a106-68b59976a384
12863,SID8fa9fe12-7ae6-11e9-a106-68b59976a384
12864,SID8fbded32-7ae6-11e9-a106-68b59976a384
12865,SID8fd20be6-7ae6-11e9-a106-68b59976a384
12866,SID8fe5d0fe-7ae6-11e9-a106-68b59976a384
12867,SID8ff9255a-7ae6-11e9-a106-68b59976a384
12868,SID900d41fc-7ae6-11e9-a106-68b59976a384
12869,SID90214454-7ae6-11e9-a106-68b59976a384
12870,SID90359ce2-7ae6-11e9-a106-68b59976a384
12871,SID9049def0-7ae6-11e9-a106-68b59976a384
12872,SID905f9b78-7ae6-11e9-a106-68b59976a384
12873,SID9073a000-7ae6-11e9-a106-68b59976a384
12874,SID908a1c04-7ae6-11e9-a106-68b59976a384
12875,SID909e91ca-7ae6-11e9-a106-68b59976a384
12876,SID90b47dfa-7ae6-11e9-a106-68b59976a384
12877,SID90c9be90-7ae6-11e9-a106-68b59976a384
12878,SID90deb98a-7ae6-11e9-a106-68b59976a384
12879,SID90f6ddbc-7ae6-11e9-a106-68b59976a384
12880,SID910b3f6e-7ae6-11e9-a106-68b59976a384
12881,SID911f90b8-7ae6-11e9-a106-68b59976a384
12882,SID91334f40-7ae6-11e9-a106-68b59976a384
12883,SID91474d92-7ae6-11e9-a106-68b59976a384
12884,SID915c9bde-7ae6-11e9-a106-68b59976a384
12885,SID9171493a-7ae6-11e9-a106-68b59976a384
12886,SID918554fc-7ae6-11e9-a106-68b59976a384
12887,SID919a6b12-7ae6-11e9-a106-68b59976a384
12888,SID91ae54c4-7ae6-11e9-a106-68b59976a384
12889,SID91c1af1a-7ae6-11e9-a106-68b59976a384
12890,SID91d4c24e-7ae6-11e9-a106-68b59976a384
12891,SID91e81574-7ae6-11e9-a106-68b59976a384
12892,SID91fb4fea-7ae6-11e9-a106-68b59976a384
12893,SID920f2f38-7ae6-11e9-a106-68b59976a384
12894,SID92230b7a-7ae6-11e9-a106-68b59976a384
12895,SID92364b04-7ae6-11e9-a106-68b59976a384
12896,SID924a0f0e-7ae6-11e9-a106-68b59976a384
12897,SID925cd7ce-7ae6-11e9-a106-68b59976a384
12898,SID926fb0c4-7ae6-11e9-a106-68b59976a384
12899,SID92838e46-7ae6-11e9-a106-68b59976a384
12900,SID9296caba-7ae6-11e9-a106-68b59976a384
12901,SID92a9dbf0-7ae6-11e9-a106-68b59976a384
12902,SID92bd2782-7ae6-11e9-a106-68b59976a384
12903,SID92d03ea8-7ae6-11e9-a106-68b59976a384
12904,SID92e31a32-7ae6-11e9-a106-68b59976a384
12905,SID92f667ea-7ae6-11e9-a106-68b59976a384
12906,SID9309d4a6-7ae6-11e9-a106-68b59976a384
12907,SID931d238a-7ae6-11e9-a106-68b59976a384
12908,SID93314702-7ae6-11e9-a106-68b59976a384
12909,SID934493c0-7ae6-11e9-a106-68b59976a384
12910,SID9357a424-7ae6-11e9-a106-68b59976a384
12911,SID936ab83e-7ae6-11e9-a106-68b59976a384
12912,SID937d94ae-7ae6-11e9-a106-68b59976a384
12913,SID93916f7e-7ae6-11e9-a106-68b59976a384
12914,SID93a4ac9c-7ae6-11e9-a106-68b59976a384
12915,SID93b7fa7c-7ae6-11e9-a106-68b59976a384
12916,SID93cad2f0-7ae6-11e9-a106-68b59976a384
12917,SID93dde9a8-7ae6-11e9-a106-68b59976a384
12918,SID93f31760-7ae6-11e9-a106-68b59976a384
12919,SID9406e8e4-7ae6-11e9-a106-68b59976a384
12920,SID941a341c-7ae6-11e9-a106-68b59976a384
12921,SID942d0ea2-7ae6-11e9-a106-68b59976a384
12922,SID94402140-7ae6-11e9-a106-68b59976a384
12923,SID9453ba16-7ae6-11e9-a106-68b59976a384
12924,SID9466ca66-7ae6-11e9-a106-68b59976a384
12925,SID9479573a-7ae6-11e9-a106-68b59976a384
12926,SID948c6d5c-7ae6-11e9-a106-68b59976a384
12927,SID949f8068-7ae6-11e9-a106-68b59976a384
12928,SID94b2934c-7ae6-11e9-a106-68b59976a384
12929,SID94c5d2ae-7ae6-11e9-a106-68b59976a384
12930,SID94d93dd0-7ae6-11e9-a106-68b59976a384
12931,SID94ec5032-7ae6-11e9-a106-68b59976a384
12932,SID94fededc-7ae6-11e9-a106-68b59976a384
12933,SID95122e42-7ae6-11e9-a106-68b59976a384
12934,SID9526ee4a-7ae6-11e9-a106-68b59976a384
12935,SID954303dc-7ae6-11e9-a106-68b59976a384
12936,SID9555e13c-7ae6-11e9-a106-68b59976a384
12937,SID9568b398-7ae6-11e9-a106-68b59976a384
12938,SID957bda7c-7ae6-11e9-a106-68b59976a384
12939,SID958e991e-7ae6-11e9-a106-68b59976a384
12940,SID95a11800-7ae6-11e9-a106-68b59976a384
12941,SID95b4062c-7ae6-11e9-a106-68b59976a384
12942,SID95c71f46-7ae6-11e9-a106-68b59976a384
12943,SID95da1b6e-7ae6-11e9-a106-68b59976a384
12944,SID95ed434c-7ae6-11e9-a106-68b59976a384
12945,SID960028ea-7ae6-11e9-a106-68b59976a384
12946,SID9613c580-7ae6-11e9-a106-68b59976a384
12947,SID96268e68-7ae6-11e9-a106-68b59976a384
12948,SID963c80c4-7ae6-11e9-a106-68b59976a384
12949,SID96514e0a-7ae6-11e9-a106-68b59976a384
12950,SID9664cf98-7ae6-11e9-a106-68b59976a384
12951,SID9677adac-7ae6-11e9-a106-68b59976a384
12952,SID968b389a-7ae6-11e9-a106-68b59976a384
12953,SID969ddaa4-7ae6-11e9-a106-68b59976a384
12954,SID96b11baa-7ae6-11e9-a106-68b59976a384
12955,SID96c3ecd0-7ae6-11e9-a106-68b59976a384
12956,SID96daa27c-7ae6-11e9-a106-68b59976a384
12957,SID96ee691a-7ae6-11e9-a106-68b59976a384
12958,SID9701e76a-7ae6-11e9-a106-68b59976a384
12959,SID97163148-7ae6-11e9-a106-68b59976a384
12960,SID972c1cf6-7ae6-11e9-a106-68b59976a384
12961,SID9770fef2-7ae6-11e9-a106-68b59976a384
12962,SID97b84816-7ae6-11e9-a106-68b59976a384
12963,SID97f95126-7ae6-11e9-a106-68b59976a384
12964,SID98172caa-7ae6-11e9-a106-68b59976a384
12965,SID983b6854-7ae6-11e9-a106-68b59976a384
12966,SID985b830a-7ae6-11e9-a106-68b59976a384
12967,SID9877c3e4-7ae6-11e9-a106-68b59976a384
12968,SID9890ed7e-7ae6-11e9-a106-68b59976a384
12969,SID98a9bca0-7ae6-11e9-a106-68b59976a384
12970,SID98c43c74-7ae6-11e9-a106-68b59976a384
12971,SID98dd0d62-7ae6-11e9-a106-68b59976a384
12972,SID98f6066e-7ae6-11e9-a106-68b59976a384
12973,SID990e91ca-7ae6-11e9-a106-68b59976a384
12974,SID99590ea8-7ae6-11e9-a106-68b59976a384
12975,SID99721d9e-7ae6-11e9-a106-68b59976a384
12976,SID998b9b66-7ae6-11e9-a106-68b59976a384
12977,SID99aef624-7ae6-11e9-a106-68b59976a384
12978,SID99bc7c22-7ae6-11e9-a106-68b59976a384
12979,SID99ca72e6-7ae6-11e9-a106-68b59976a384
12980,SID99d841aa-7ae6-11e9-a106-68b59976a384
12981,SID99e78bec-7ae6-11e9-a106-68b59976a384
12982,SID99f6b4e6-7ae6-11e9-a106-68b59976a384
12983,SID9a06cb74-7ae6-11e9-a106-68b59976a384
12984,SID9a17daae-7ae6-11e9-a106-68b59976a384
12985,SID9a2821fc-7ae6-11e9-a106-68b59976a384
12986,SID9a384708-7ae6-11e9-a106-68b59976a384
12987,SID9a498bf8-7ae6-11e9-a106-68b59976a384
12988,SID9a59bcbc-7ae6-11e9-a106-68b59976a384
12989,SID9a7499c4-7ae6-11e9-a106-68b59976a384
12990,SID9a888218-7ae6-11e9-a106-68b59976a384
12991,SID9a9c7818-7ae6-11e9-a106-68b59976a384
12992,SID9ab09a00-7ae6-11e9-a106-68b59976a384
12993,SID9ac47ff2-7ae6-11e9-a106-68b59976a384
12994,SID9ad89dde-7ae6-11e9-a106-68b59976a384
12995,SID9aedf53a-7ae6-11e9-a106-68b59976a384
12996,SID9b020066-7ae6-11e9-a106-68b59976a384
12997,SID9b159428-7ae6-11e9-a106-68b59976a384
12998,SID9b29ac2e-7ae6-11e9-a106-68b59976a384
12999,SID9b3da5b2-7ae6-11e9-a106-68b59976a384
13000,SID9b5211fa-7ae6-11e9-a106-68b59976a384
13001,SID9b67a6f0-7ae6-11e9-a106-68b59976a384
13002,SID9b7baeac-7ae6-11e9-a106-68b59976a384
13003,SID9b8fb8ca-7ae6-11e9-a106-68b59976a384
13004,SID9ba3be6a-7ae6-11e9-a106-68b59976a384
13005,SID9bcc89d0-7ae6-11e9-a106-68b59976a384
13006,SID9be5c38c-7ae6-11e9-a106-68b59976a384
13007,SID9bfda330-7ae6-11e9-a106-68b59976a384
13008,SID9c17dae8-7ae6-11e9-a106-68b59976a384
13009,SID9c30d16a-7ae6-11e9-a106-68b59976a384
13010,SID9c499bd2-7ae6-11e9-a106-68b59976a384
13011,SID9c62538e-7ae6-11e9-a106-68b59976a384
13012,SID9c7b8a48-7ae6-11e9-a106-68b59976a384
13013,SID9cafe888-7ae6-11e9-a106-68b59976a384
13014,SID9cda283c-7ae6-11e9-a106-68b59976a384
13015,SID9cf7f9fc-7ae6-11e9-a106-68b59976a384
13016,SID9d11c986-7ae6-11e9-a106-68b59976a384
13017,SID9d2a7eae-7ae6-11e9-a106-68b59976a384
13018,SID9d444546-7ae6-11e9-a106-68b59976a384
13019,SID9d5ccd5a-7ae6-11e9-a106-68b59976a384
13020,SID9d7598bc-7ae6-11e9-a106-68b59976a384
13021,SID9d8e5154-7ae6-11e9-a106-68b59976a384
13022,SID9da7328c-7ae6-11e9-a106-68b59976a384
13023,SID9dd90e74-7ae6-11e9-a106-68b59976a384
13024,SID9e0a1df2-7ae6-11e9-a106-68b59976a384
13025,SID9e22e71a-7ae6-11e9-a106-68b59976a384
13026,SID9e3bcc26-7ae6-11e9-a106-68b59976a384
13027,SID9e549760-7ae6-11e9-a106-68b59976a384
13028,SID9e6f4d44-7ae6-11e9-a106-68b59976a384
13029,SID9e880154-7ae6-11e9-a106-68b59976a384
13030,SID9ea0d2e2-7ae6-11e9-a106-68b59976a384
13031,SID9eba8bec-7ae6-11e9-a106-68b59976a384
13032,SID9ed42250-7ae6-11e9-a106-68b59976a384
13033,SID9eed2c6e-7ae6-11e9-a106-68b59976a384
13034,SID9f073230-7ae6-11e9-a106-68b59976a384
13035,SID9f22153c-7ae6-11e9-a106-68b59976a384
13036,SID9f3af750-7ae6-11e9-a106-68b59976a384
13037,SID9f54df30-7ae6-11e9-a106-68b59976a384
13038,SID9f6e3980-7ae6-11e9-a106-68b59976a384
13039,SID9f86b50a-7ae6-11e9-a106-68b59976a384
13040,SID9fa06888-7ae6-11e9-a106-68b59976a384
13041,SID9fb99222-7ae6-11e9-a106-68b59976a384
13042,SID9fd5e5ee-7ae6-11e9-a106-68b59976a384
13043,SID9feee594-7ae6-11e9-a106-68b59976a384
13044,a00820d6-7ae6-11e9-a106-68b59976a384
13045,a020c00a-7ae6-11e9-a106-68b59976a384
13046,a03a0c0e-7ae6-11e9-a106-68b59976a384
13047,a053077c-7ae6-11e9-a106-68b59976a384
13048,a06eb03a-7ae6-11e9-a106-68b59976a384
13049,a087bc56-7ae6-11e9-a106-68b59976a384
13050,a0a9fbea-7ae6-11e9-a106-68b59976a384
13051,a0c3921c-7ae6-11e9-a106-68b59976a384
13052,a0dd2164-7ae6-11e9-a106-68b59976a384
13053,a0f8ee08-7ae6-11e9-a106-68b59976a384
13054,a111c0d6-7ae6-11e9-a106-68b59976a384
13055,a12ace82-7ae6-11e9-a106-68b59976a384
13056,a1443a66-7ae6-11e9-a106-68b59976a384
13057,a15c9156-7ae6-11e9-a106-68b59976a384
13058,a1763c0a-7ae6-11e9-a106-68b59976a384
13059,a190941a-7ae6-11e9-a106-68b59976a384
13060,a1a9a400-7ae6-11e9-a106-68b59976a384
13061,a1c26fbc-7ae6-11e9-a106-68b59976a384
13062,a1dbd178-7ae6-11e9-a106-68b59976a384
13063,a1f32a08-7ae6-11e9-a106-68b59976a384
13064,a20d2b88-7ae6-11e9-a106-68b59976a384
13065,a22605c2-7ae6-11e9-a106-68b59976a384
13066,a23f5bd0-7ae6-11e9-a106-68b59976a384
13067,a25d3ede-7ae6-11e9-a106-68b59976a384
13068,a276761a-7ae6-11e9-a106-68b59976a384
13069,a28eab04-7ae6-11e9-a106-68b59976a384
13070,a2a7a01e-7ae6-11e9-a106-68b59976a384
13071,a2c0477c-7ae6-11e9-a106-68b59976a384
13072,a2d69c2a-7ae6-11e9-a106-68b59976a384
13073,a2e8c42c-7ae6-11e9-a106-68b59976a384
13074,a2f5019c-7ae6-11e9-a106-68b59976a384
13075,a30113d8-7ae6-11e9-a106-68b59976a384
13076,a30d5b48-7ae6-11e9-a106-68b59976a384
13077,a31ab16c-7ae6-11e9-a106-68b59976a384
13078,a3280290-7ae6-11e9-a106-68b59976a384
13079,a337024a-7ae6-11e9-a106-68b59976a384
13080,a3488c54-7ae6-11e9-a106-68b59976a384
13081,a35829ca-7ae6-11e9-a106-68b59976a384
13082,a367ac1a-7ae6-11e9-a106-68b59976a384
13083,a3774a30-7ae6-11e9-a106-68b59976a384
13084,a3870ed4-7ae6-11e9-a106-68b59976a384
13085,a3962e0a-7ae6-11e9-a106-68b59976a384
13086,a3a34888-7ae6-11e9-a106-68b59976a384
13087,a3b22506-7ae6-11e9-a106-68b59976a384
13088,a3c1646c-7ae6-11e9-a106-68b59976a384
13089,a3cefe92-7ae6-11e9-a106-68b59976a384
13090,a3dccc0c-7ae6-11e9-a106-68b59976a384
13091,a3ec0f82-7ae6-11e9-a106-68b59976a384
13092,a3fdb96c-7ae6-11e9-a106-68b59976a384
13093,a40c51c0-7ae6-11e9-a106-68b59976a384
13094,a41b9b08-7ae6-11e9-a106-68b59976a384
13095,a42b195c-7ae6-11e9-a106-68b59976a384
13096,a43bdb84-7ae6-11e9-a106-68b59976a384
13097,a449c12c-7ae6-11e9-a106-68b59976a384
13098,a4590876-7ae6-11e9-a106-68b59976a384
13099,a4684e26-7ae6-11e9-a106-68b59976a384
13100,a47793b8-7ae6-11e9-a106-68b59976a384
13101,a48719f0-7ae6-11e9-a106-68b59976a384
13102,a496ac6c-7ae6-11e9-a106-68b59976a384
13103,a4a5f50a-7ae6-11e9-a106-68b59976a384
13104,a4b551a8-7ae6-11e9-a106-68b59976a384
13105,a4c5567a-7ae6-11e9-a106-68b59976a384
13106,a4d74a7e-7ae6-11e9-a106-68b59976a384
13107,a4e5fb50-7ae6-11e9-a106-68b59976a384
13108,a4f45e02-7ae6-11e9-a106-68b59976a384
13109,a504a8ac-7ae6-11e9-a106-68b59976a384
13110,a512f01a-7ae6-11e9-a106-68b59976a384
13111,a51ffb70-7ae6-11e9-a106-68b59976a384
13112,a52f3978-7ae6-11e9-a106-68b59976a384
13113,a53eb510-7ae6-11e9-a106-68b59976a384
13114,a54e6c26-7ae6-11e9-a106-68b59976a384
13115,a55dea66-7ae6-11e9-a106-68b59976a384
13116,a56dbb12-7ae6-11e9-a106-68b59976a384
13117,a57d525c-7ae6-11e9-a106-68b59976a384
13118,a58eaef8-7ae6-11e9-a106-68b59976a384
13119,a5ac3dd8-7ae6-11e9-a106-68b59976a384
13120,a5c1d562-7ae6-11e9-a106-68b59976a384
13121,a5d5881e-7ae6-11e9-a106-68b59976a384
13122,a5e48206-7ae6-11e9-a106-68b59976a384
13123,a5f3165e-7ae6-11e9-a106-68b59976a384
13124,a6025e48-7ae6-11e9-a106-68b59976a384
13125,a6113454-7ae6-11e9-a106-68b59976a384
13126,a622098c-7ae6-11e9-a106-68b59976a384
13127,a63dc97e-7ae6-11e9-a106-68b59976a384
13128,a65aa5bc-7ae6-11e9-a106-68b59976a384
13129,a669dbd6-7ae6-11e9-a106-68b59976a384
13130,a678029c-7ae6-11e9-a106-68b59976a384
13131,a687e3a6-7ae6-11e9-a106-68b59976a384
13132,a6ae586a-7ae6-11e9-a106-68b59976a384
13133,a6cb2026-7ae6-11e9-a106-68b59976a384
13134,a6e2c08c-7ae6-11e9-a106-68b59976a384
13135,a6f00602-7ae6-11e9-a106-68b59976a384
13136,a6fa0e40-7ae6-11e9-a106-68b59976a384
13137,a7060330-7ae6-11e9-a106-68b59976a384
13138,a712aed2-7ae6-11e9-a106-68b59976a384
13139,a71fd166-7ae6-11e9-a106-68b59976a384
13140,a72d3c0c-7ae6-11e9-a106-68b59976a384
13141,a73be554-7ae6-11e9-a106-68b59976a384
13142,a7498470-7ae6-11e9-a106-68b59976a384
13143,a759ac38-7ae6-11e9-a106-68b59976a384
13144,a76bf442-7ae6-11e9-a106-68b59976a384
13145,a77f1ba8-7ae6-11e9-a106-68b59976a384
13146,a7911d3a-7ae6-11e9-a106-68b59976a384
13147,a7a491a8-7ae6-11e9-a106-68b59976a384
13148,a7b815fc-7ae6-11e9-a106-68b59976a384
13149,a7d166a6-7ae6-11e9-a106-68b59976a384
13150,a7e4e01e-7ae6-11e9-a106-68b59976a384
13151,a7f8d452-7ae6-11e9-a106-68b59976a384
13152,a80ccb06-7ae6-11e9-a106-68b59976a384
13153,a81ed1de-7ae6-11e9-a106-68b59976a384
13154,a831a138-7ae6-11e9-a106-68b59976a384
13155,a8451088-7ae6-11e9-a106-68b59976a384
13156,a858baa2-7ae6-11e9-a106-68b59976a384
13157,a86d4a76-7ae6-11e9-a106-68b59976a384
13158,a880b5f2-7ae6-11e9-a106-68b59976a384
13159,a894d000-7ae6-11e9-a106-68b59976a384
13160,a8a8c51a-7ae6-11e9-a106-68b59976a384
13161,a8bfc01c-7ae6-11e9-a106-68b59976a384
13162,a8d59860-7ae6-11e9-a106-68b59976a384
13163,a8eaf462-7ae6-11e9-a106-68b59976a384
13164,a8fe6a2e-7ae6-11e9-a106-68b59976a384
13165,a912a39a-7ae6-11e9-a106-68b59976a384
13166,a928b086-7ae6-11e9-a106-68b59976a384
13167,a93cf406-7ae6-11e9-a106-68b59976a384
13168,a950c986-7ae6-11e9-a106-68b59976a384
13169,a964b400-7ae6-11e9-a106-68b59976a384
13170,a978aa5a-7ae6-11e9-a106-68b59976a384
13171,a98d4da2-7ae6-11e9-a106-68b59976a384
13172,a9a0b798-7ae6-11e9-a106-68b59976a384
13173,a9dcfbc2-7ae6-11e9-a106-68b59976a384
13174,aa03e93a-7ae6-11e9-a106-68b59976a384
13175,aa1684b4-7ae6-11e9-a106-68b59976a384
13176,aa396966-7ae6-11e9-a106-68b59976a384
13177,aa4ac256-7ae6-11e9-a106-68b59976a384
13178,aa5efffa-7ae6-11e9-a106-68b59976a384
13179,aa70304a-7ae6-11e9-a106-68b59976a384
13180,aa81d840-7ae6-11e9-a106-68b59976a384
13181,aa931bbe-7ae6-11e9-a106-68b59976a384
13182,aaa460c2-7ae6-11e9-a106-68b59976a384
13183,aab5edec-7ae6-11e9-a106-68b59976a384
13184,aacaff20-7ae6-11e9-a106-68b59976a384
13185,aadf089e-7ae6-11e9-a106-68b59976a384
13186,aaf6076a-7ae6-11e9-a106-68b59976a384
13187,ab099ece-7ae6-11e9-a106-68b59976a384
13188,ab1cf064-7ae6-11e9-a106-68b59976a384
13189,ab30c9ae-7ae6-11e9-a106-68b59976a384
13190,ab4716d2-7ae6-11e9-a106-68b59976a384
13191,ab5bd540-7ae6-11e9-a106-68b59976a384
13192,ab6fd504-7ae6-11e9-a106-68b59976a384
13193,ab8363bc-7ae6-11e9-a106-68b59976a384
13194,ab97046c-7ae6-11e9-a106-68b59976a384
13195,abaae4dc-7ae6-11e9-a106-68b59976a384
13196,abbe879e-7ae6-11e9-a106-68b59976a384
13197,abd223ee-7ae6-11e9-a106-68b59976a384
13198,abe69612-7ae6-11e9-a106-68b59976a384
13199,abfa3a3c-7ae6-11e9-a106-68b59976a384
13200,ac0e247a-7ae6-11e9-a106-68b59976a384
13201,ac23ee72-7ae6-11e9-a106-68b59976a384
13202,ac379f9e-7ae6-11e9-a106-68b59976a384
13203,ac4aff80-7ae6-11e9-a106-68b59976a384
13204,ac5e56a2-7ae6-11e9-a106-68b59976a384
13205,ac725ce2-7ae6-11e9-a106-68b59976a384
13206,ac8620c4-7ae6-11e9-a106-68b59976a384
13207,ac99e910-7ae6-11e9-a106-68b59976a384
13208,acad4cb2-7ae6-11e9-a106-68b59976a384
13209,acc73f00-7ae6-11e9-a106-68b59976a384
13210,acdb450e-7ae6-11e9-a106-68b59976a384
13211,acef48a6-7ae6-11e9-a106-68b59976a384
13212,ad053eea-7ae6-11e9-a106-68b59976a384
13213,ad18ff48-7ae6-11e9-a106-68b59976a384
13214,ad2c7f78-7ae6-11e9-a106-68b59976a384
13215,ad405a2a-7ae6-11e9-a106-68b59976a384
13216,ad5470fa-7ae6-11e9-a106-68b59976a384
13217,ad686826-7ae6-11e9-a106-68b59976a384
13218,ad7c7032-7ae6-11e9-a106-68b59976a384
13219,ad9169ba-7ae6-11e9-a106-68b59976a384
13220,ada5d972-7ae6-11e9-a106-68b59976a384
13221,adb9a45c-7ae6-11e9-a106-68b59976a384
13222,adcedc3c-7ae6-11e9-a106-68b59976a384
13223,ade927b8-7ae6-11e9-a106-68b59976a384
13224,ae0259fe-7ae6-11e9-a106-68b59976a384
13225,ae166912-7ae6-11e9-a106-68b59976a384
13226,ae2bbef2-7ae6-11e9-a106-68b59976a384
13227,ae4061fe-7ae6-11e9-a106-68b59976a384
13228,ae54a420-7ae6-11e9-a106-68b59976a384
13229,ae6a4d66-7ae6-11e9-a106-68b59976a384
13230,ae7e87ea-7ae6-11e9-a106-68b59976a384
13231,ae962152-7ae6-11e9-a106-68b59976a384
13232,aeae6d8e-7ae6-11e9-a106-68b59976a384
13233,aec91b52-7ae6-11e9-a106-68b59976a384
13234,aee2ddf8-7ae6-11e9-a106-68b59976a384
13235,aefc0f58-7ae6-11e9-a106-68b59976a384
13236,af1567be-7ae6-11e9-a106-68b59976a384
13237,af2f5282-7ae6-11e9-a106-68b59976a384
13238,af48eb52-7ae6-11e9-a106-68b59976a384
13239,af62a920-7ae6-11e9-a106-68b59976a384
13240,af7c9646-7ae6-11e9-a106-68b59976a384
13241,af95fc94-7ae6-11e9-a106-68b59976a384
